Id,Year,Total,White,Black or African American,American Indian or Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Some other race,Two or more races
1500000US220710133014,2014,839,798,0,0,0,0,41,41,0
1500000US220710133021,2014,1213,618,440,0,110,0,36,26,19
1500000US220710133022,2014,969,778,91,0,100,0,24,0,0
1500000US220710134001,2014,366,353,0,0,7,0,51,0,6
1500000US220710134002,2014,778,360,372,0,17,0,20,13,16
1500000US220710134003,2014,1150,669,184,0,255,0,51,5,37
1500000US220710135001,2014,382,304,37,0,41,0,35,0,0
1500000US220710135002,2014,531,498,2,15,16,0,15,0,0
1500000US220710135003,2014,474,450,12,0,12,0,23,0,0
1500000US220710135004,2014,710,708,1,0,1,0,111,0,0
1500000US220710136001,2014,498,396,96,0,0,0,29,0,6
1500000US220710136002,2014,538,86,441,0,11,0,51,0,0
1500000US220710137001,2014,0,0,0,0,0,0,0,0,0
1500000US220710137002,2014,174,0,174,0,0,0,0,0,0
1500000US220710137003,2014,1044,20,1024,0,0,0,26,0,0
1500000US220710137004,2014,1063,59,987,0,0,0,62,12,5
1500000US220710138001,2014,613,15,598,0,0,0,0,0,0
1500000US220710138002,2014,677,1,667,0,0,0,0,0,9
1500000US220710138003,2014,731,54,665,0,0,0,1,12,0
1500000US220710139001,2014,504,293,147,24,35,0,29,0,5
1500000US220710139002,2014,1091,403,553,0,36,0,99,99,0
1500000US220710140001,2014,322,0,322,0,0,0,0,0,0
1500000US220710140002,2014,494,0,490,0,0,0,0,0,4
1500000US220710140003,2014,720,129,570,6,0,0,120,0,15
1500000US220710140004,2014,72,0,72,0,0,0,0,0,0
1500000US220710141001,2014,1101,419,665,0,13,0,13,0,4
1500000US220710141002,2014,289,185,104,0,0,0,9,0,0
1500000US220710141003,2014,729,273,442,0,11,0,44,0,3
1500000US220710142001,2014,357,201,137,6,13,0,0,0,0
1500000US220710142002,2014,1022,727,278,0,17,0,32,0,0
1500000US220710142003,2014,359,197,139,0,23,0,4,0,0
1500000US220710143001,2014,406,0,405,0,1,0,0,0,0
1500000US220710143002,2014,148,0,148,0,0,0,0,0,0
1500000US220710143003,2014,1150,182,956,0,0,0,138,0,12
1500000US220710144001,2014,218,168,45,5,0,0,6,0,0
1500000US220710144002,2014,974,288,576,0,0,0,121,93,17
1500000US220710144003,2014,788,375,146,39,0,0,222,31,197
1500000US220710145001,2014,1494,276,1194,0,0,0,57,4,20
1500000US220719800001,2014,4,1,1,0,2,0,0,0,0
1500000US220719801001,2014,0,0,0,0,0,0,0,0,0
1500000US220719900000,2014,0,0,0,0,0,0,0,0,0
1500000US220510201011,2014,1302,1048,160,0,21,0,300,48,25
1500000US220510201012,2014,1531,1406,23,0,62,0,70,0,40
1500000US220510201021,2014,968,865,39,0,64,0,64,0,0
1500000US220510201022,2014,954,954,0,0,0,0,0,0,0
1500000US220510201023,2014,1013,918,28,0,0,0,86,0,67
1500000US220510202011,2014,807,452,227,0,93,0,52,9,26
1500000US220510202012,2014,1527,1372,48,0,96,0,394,0,11
1500000US220510202021,2014,2206,895,672,64,251,0,832,137,187
1500000US220510202022,2014,805,385,376,0,21,0,108,13,10
1500000US220510202031,2014,2309,1949,0,0,126,0,1188,234,0
1500000US220510202032,2014,2375,2104,115,7,78,0,224,0,71
1500000US220510202033,2014,1201,1010,32,0,142,0,333,0,17
1500000US220510202034,2014,1353,1314,1,0,36,0,135,0,2
1500000US220510203011,2014,1509,1356,38,0,59,0,8,20,36
1500000US220510203012,2014,2033,1660,6,0,351,0,121,0,16
1500000US220510203021,2014,2120,1826,28,0,154,0,165,0,112
1500000US220510203022,2014,1882,1370,14,0,61,0,401,365,72
1500000US220510203023,2014,716,578,0,0,73,0,218,53,12
1500000US220510203024,2014,1001,969,0,0,0,0,330,0,32
1500000US220510203031,2014,1201,1010,2,0,100,0,258,89,0
1500000US220510203032,2014,1748,1525,0,0,103,0,134,41,79
1500000US220510203033,2014,774,719,1,0,54,0,38,0,0
1500000US220510204001,2014,1429,1379,1,19,13,0,270,0,17
1500000US220510204002,2014,1732,1534,0,14,174,0,223,10,0
1500000US220510205021,2014,1474,931,136,86,0,0,608,188,133
1500000US220510205022,2014,2581,2134,192,0,166,0,988,32,57
1500000US220510205023,2014,2374,1796,372,24,95,0,627,87,0
1500000US220510205051,2014,860,23,837,0,0,0,61,0,0
1500000US220510205052,2014,990,221,769,0,0,0,169,0,0
1500000US220510205061,2014,1354,1304,1,0,0,0,591,49,0
1500000US220510205062,2014,1544,1170,29,0,116,0,502,229,0
1500000US220510205063,2014,1539,1172,338,0,29,0,146,0,0
1500000US220510205071,2014,2155,1614,235,0,198,0,228,99,9
1500000US220510205072,2014,1919,1792,29,0,24,0,552,59,15
1500000US220510205081,2014,2177,1586,186,100,205,0,626,77,23
1500000US220510205082,2014,2210,1937,235,0,10,0,637,12,16
1500000US220510205083,2014,1811,1281,170,7,15,0,411,338,0
1500000US220510205084,2014,1772,1208,306,0,181,0,271,0,77
1500000US220510205111,2014,1586,951,363,0,119,0,343,146,7
1500000US220510205112,2014,1138,907,109,0,108,0,187,10,4
1500000US220510205113,2014,1309,1012,66,0,115,0,55,0,116
1500000US220510205121,2014,1651,1383,70,0,56,0,658,114,28
1500000US220510205122,2014,1028,877,64,0,37,0,309,0,50
1500000US220510205131,2014,680,471,115,0,84,0,111,10,0
1500000US220510205132,2014,2056,1112,517,0,85,0,442,316,26
1500000US220510205133,2014,1593,1042,450,0,76,0,420,25,0
1500000US220510205134,2014,826,671,18,0,8,0,123,129,0
1500000US220510205141,2014,1378,1245,0,0,65,0,188,3,65
1500000US220510205142,2014,1184,1033,0,0,141,0,65,10,0
1500000US220510205143,2014,1240,1025,0,0,46,0,245,169,0
1500000US220510205151,2014,684,604,28,0,46,0,43,0,6
1500000US220510205152,2014,1146,856,178,67,21,0,379,24,0
1500000US220510205153,2014,1241,1001,77,10,110,0,576,43,0
1500000US220510205161,2014,1945,967,703,0,8,0,851,182,85
1500000US220510205162,2014,1908,964,770,0,0,0,434,146,28
1500000US220510205163,2014,902,628,159,0,10,0,235,70,35
1500000US220510205171,2014,969,704,161,36,47,0,130,21,0
1500000US220510205172,2014,1824,1637,20,0,161,0,64,6,0
1500000US220510205173,2014,1064,1057,7,0,0,0,182,0,0
1500000US220510206001,2014,1036,543,483,0,0,0,230,0,10
1500000US220510206002,2014,699,21,678,0,0,0,11,0,0
1500000US220510206003,2014,2005,397,1387,0,0,0,576,221,0
1500000US220510206004,2014,710,92,599,0,0,0,50,19,0
1500000US220510207001,2014,986,328,428,0,0,0,218,169,61
1500000US220510210001,2014,985,675,231,22,0,0,160,47,10
1500000US220510210002,2014,1021,471,437,0,11,0,99,68,34
1500000US220510210003,2014,486,315,166,0,0,0,36,4,1
1500000US220510211001,2014,762,494,191,0,46,0,195,28,3
1500000US220510211002,2014,530,530,0,0,0,0,44,0,0
1500000US220510211003,2014,973,920,0,14,19,0,252,20,0
1500000US220510212001,2014,1440,853,399,80,31,0,438,35,42
1500000US220510212002,2014,980,798,0,0,123,0,179,49,10
1500000US220510213001,2014,1426,1138,258,0,30,0,32,0,0
1500000US220510213002,2014,786,692,23,37,0,0,373,34,0
1500000US220510213003,2014,736,650,18,0,62,0,10,0,6
1500000US220510214001,2014,1234,1130,18,0,40,0,50,32,14
1500000US220510214002,2014,900,783,44,0,38,0,14,0,35
1500000US220510215001,2014,835,582,181,0,23,0,105,4,45
1500000US220510215002,2014,1811,733,785,0,156,0,287,92,45
1500000US220510216001,2014,1431,1084,328,0,0,0,153,0,19
1500000US220510216002,2014,1610,1442,75,0,0,0,526,54,39
1500000US220510216003,2014,2683,2109,167,42,0,0,1129,365,0
1500000US220510216004,2014,962,538,292,0,43,0,125,23,66
1500000US220510217001,2014,751,508,120,0,88,0,35,35,0
1500000US220510217002,2014,1165,979,12,0,117,0,293,44,13
1500000US220510217003,2014,1456,1023,150,215,34,0,563,0,34
1500000US220510217004,2014,1433,1346,51,0,0,0,101,18,18
1500000US220510217005,2014,534,442,92,0,0,0,46,0,0
1500000US220510218011,2014,1157,1028,47,21,57,0,72,0,4
1500000US220510218012,2014,1024,733,136,0,30,0,240,43,82
1500000US220510218031,2014,1469,519,579,0,93,0,269,153,125
1500000US220510218032,2014,1027,632,385,0,10,0,304,0,0
1500000US220510218033,2014,2104,920,875,35,164,0,673,0,110
1500000US220510218041,2014,1833,1118,417,0,14,0,897,257,27
1500000US220510219001,2014,1725,1095,257,0,172,0,440,112,89
1500000US220510220011,2014,2169,1008,948,0,13,0,276,177,23
1500000US220510220012,2014,1585,678,714,0,110,0,85,45,38
1500000US220510220013,2014,1614,470,423,0,661,0,179,15,45
1500000US220510220021,2014,1459,1322,72,45,0,0,20,20,0
1500000US220510220022,2014,1178,1079,12,87,0,0,37,0,0
1500000US220510221011,2014,1368,1298,2,0,67,0,18,0,1
1500000US220510221021,2014,1012,875,137,0,0,0,60,0,0
1500000US220510221022,2014,1519,1254,77,0,188,0,73,0,0
1500000US220510222001,2014,1038,1007,22,0,9,0,6,0,0
1500000US220510222002,2014,562,562,0,0,0,0,30,0,0
1500000US220510222003,2014,514,513,1,0,0,0,41,0,0
1500000US220510223011,2014,827,810,0,0,0,0,205,17,0
1500000US220510223012,2014,868,710,25,0,101,0,33,13,19
1500000US220510223013,2014,1026,1026,0,0,0,0,224,0,0
1500000US220510223021,2014,1067,826,131,0,93,0,89,0,17
1500000US220510223022,2014,641,540,44,18,24,0,62,0,15
1500000US220510223031,2014,1767,1193,309,0,138,0,278,45,82
1500000US220510223032,2014,1613,1386,28,0,56,0,710,56,87
1500000US220510224001,2014,1840,1764,47,4,7,0,70,18,0
1500000US220510224002,2014,1698,1646,0,0,24,0,129,16,12
1500000US220510225001,2014,973,957,0,16,0,0,13,0,0
1500000US220510225002,2014,674,674,0,0,0,0,157,0,0
1500000US220510225003,2014,869,776,91,0,0,0,52,0,2
1500000US220510226001,2014,673,673,0,0,0,0,0,0,0
1500000US220510226002,2014,1021,997,0,0,10,0,25,0,14
1500000US220510226003,2014,1474,1337,97,0,0,0,49,0,40
1500000US220510227001,2014,626,612,0,0,14,0,0,0,0
1500000US220510227002,2014,596,596,0,0,0,0,46,0,0
1500000US220510227003,2014,618,584,0,0,16,0,30,0,18
1500000US220510227004,2014,804,766,0,0,0,0,78,38,0
1500000US220510228001,2014,933,901,1,0,0,0,47,16,15
1500000US220510228002,2014,996,974,0,7,0,0,148,0,15
1500000US220510228003,2014,1017,975,0,1,37,0,148,0,4
1500000US220510229001,2014,823,800,0,0,0,0,34,0,23
1500000US220510229002,2014,1003,763,148,0,81,0,94,0,11
1500000US220510229003,2014,993,976,17,0,0,0,280,0,0
1500000US220510230011,2014,1768,1646,42,0,13,4,206,11,52
1500000US220510230021,2014,1160,1090,42,0,25,0,277,0,3
1500000US220510230022,2014,1614,1570,3,0,3,0,146,22,16
1500000US220510230023,2014,1996,1803,135,0,0,0,253,58,0
1500000US220510230031,2014,888,850,33,0,0,0,32,0,5
1500000US220510230032,2014,1113,1045,13,6,21,0,76,28,0
1500000US220510230033,2014,869,820,20,10,19,0,28,0,0
1500000US220510231001,2014,1319,1239,0,0,71,0,112,9,0
1500000US220510231002,2014,1221,1161,41,0,0,0,140,19,0
1500000US220510232001,2014,884,721,91,0,17,0,67,21,34
1500000US220510232002,2014,1918,1835,19,0,0,0,266,0,64
1500000US220510233001,2014,899,820,5,0,14,0,138,40,20
1500000US220510233002,2014,569,527,23,0,19,0,21,0,0
1500000US220510234001,2014,960,875,0,0,85,0,52,0,0
1500000US220510234002,2014,1216,1069,63,47,37,0,47,0,0
1500000US220510234003,2014,962,962,0,0,0,0,40,0,0
1500000US220510235001,2014,1486,1339,32,0,73,0,80,21,21
1500000US220510235002,2014,1397,1320,43,0,0,0,225,34,0
1500000US220510235003,2014,1292,1141,33,0,7,0,194,34,77
1500000US220510236001,2014,1609,1051,368,0,68,0,488,122,0
1500000US220510236002,2014,1562,1075,174,0,194,0,180,102,17
1500000US220510236003,2014,2138,1960,143,0,10,0,311,25,0
1500000US220510237001,2014,1117,0,1105,0,0,0,34,0,12
1500000US220510237002,2014,1053,43,1003,0,0,0,43,0,7
1500000US220510238001,2014,1969,1872,16,0,0,0,130,14,67
1500000US220510238002,2014,1852,369,1471,0,0,0,132,0,12
1500000US220510239011,2014,1224,1224,0,0,0,0,47,0,0
1500000US220510239012,2014,1264,1246,10,0,0,0,25,0,8
1500000US220510239021,2014,800,718,51,0,0,0,82,0,31
1500000US220510239022,2014,958,920,0,28,10,0,17,0,0
1500000US220510239023,2014,621,564,2,0,37,0,42,0,18
1500000US220510239031,2014,831,804,0,0,7,0,121,12,8
1500000US220510239032,2014,1469,1468,0,0,0,0,105,0,1
1500000US220510239041,2014,1225,1186,1,6,0,0,225,0,32
1500000US220510239042,2014,1622,1528,94,0,0,0,221,0,0
1500000US220510240011,2014,942,916,0,0,10,0,0,0,16
1500000US220510240012,2014,725,725,0,0,0,0,20,0,0
1500000US220510240013,2014,1400,1361,25,0,0,0,32,0,14
1500000US220510240021,2014,780,754,0,0,0,0,0,0,26
1500000US220510240022,2014,931,931,0,0,0,0,17,0,0
1500000US220510240023,2014,1304,1152,3,0,0,0,0,149,0
1500000US220510241001,2014,1402,1375,0,0,0,0,6,0,27
1500000US220510241002,2014,1840,1773,57,0,0,0,126,10,0
1500000US220510242011,2014,1476,1258,121,0,19,0,121,11,67
1500000US220510242012,2014,787,574,202,0,11,0,35,0,0
1500000US220510242021,2014,1666,1023,313,0,246,0,137,0,84
1500000US220510242022,2014,1497,770,516,10,124,0,167,77,0
1500000US220510243001,2014,1163,1049,88,20,0,0,203,0,6
1500000US220510243002,2014,626,614,7,0,0,0,63,1,4
1500000US220510243003,2014,1015,902,113,0,0,0,35,0,0
1500000US220510244001,2014,1356,1051,290,0,15,0,153,0,0
1500000US220510244002,2014,626,532,84,10,0,0,17,0,0
1500000US220510244003,2014,951,621,216,0,0,0,114,54,60
1500000US220510245001,2014,1528,1349,86,0,17,0,74,23,53
1500000US220510246001,2014,347,69,245,0,0,0,28,0,33
1500000US220510246002,2014,976,227,727,0,5,0,96,0,17
1500000US220510247001,2014,954,515,298,70,4,0,253,6,61
1500000US220510247002,2014,871,746,111,0,0,0,78,0,14
1500000US220510248001,2014,674,674,0,0,0,0,44,0,0
1500000US220510248002,2014,1826,1813,13,0,0,0,95,0,0
1500000US220510248003,2014,966,886,0,0,80,0,53,0,0
1500000US220510249001,2014,778,647,49,6,0,0,96,46,30
1500000US220510249002,2014,761,480,273,0,8,0,118,0,0
1500000US220510250011,2014,1184,396,388,0,358,0,50,0,42
1500000US220510250012,2014,1135,796,54,0,139,48,162,24,74
1500000US220510250013,2014,3320,207,3035,0,0,0,179,40,38
1500000US220510250014,2014,2408,739,1267,10,353,0,201,26,13
1500000US220510250021,2014,1052,415,431,0,0,0,219,193,13
1500000US220510250022,2014,902,721,35,0,35,0,192,0,111
1500000US220510250023,2014,1132,764,161,0,74,0,275,93,40
1500000US220510250031,2014,1223,976,181,0,58,0,158,8,0
1500000US220510250032,2014,1373,459,615,0,13,0,525,244,42
1500000US220510250033,2014,1087,749,40,17,9,0,345,253,19
1500000US220510251021,2014,636,460,86,0,28,0,14,0,62
1500000US220510251022,2014,1991,1484,364,0,112,0,62,5,26
1500000US220510251023,2014,1654,842,598,0,135,0,129,6,73
1500000US220510251031,2014,1194,560,578,0,27,0,41,0,29
1500000US220510251032,2014,1278,515,637,0,23,0,91,14,89
1500000US220510251033,2014,1553,478,515,0,261,0,366,278,21
1500000US220510251041,2014,1925,996,623,0,32,0,578,256,18
1500000US220510251042,2014,2012,1084,800,0,56,0,179,0,72
1500000US220510252011,2014,1043,476,269,0,48,0,311,197,53
1500000US220510252012,2014,1559,193,1208,0,0,0,268,158,0
1500000US220510252021,2014,2670,685,1833,43,9,0,283,69,31
1500000US220510252022,2014,1495,669,27,25,94,0,735,620,60
1500000US220510252023,2014,1061,538,281,21,32,0,488,189,0
1500000US220510252024,2014,1072,987,0,0,0,0,51,68,17
1500000US220510253001,2014,741,411,126,39,0,0,281,160,5
1500000US220510253002,2014,1455,1280,54,114,0,0,225,0,7
1500000US220510254001,2014,2474,602,1031,0,207,0,996,465,169
1500000US220510254002,2014,615,581,0,0,9,0,13,0,25
1500000US220510254003,2014,1379,382,642,0,8,0,362,347,0
1500000US220510255001,2014,1046,384,361,0,197,0,143,80,24
1500000US220510255002,2014,1959,467,1202,0,61,0,409,221,8
1500000US220510256001,2014,1480,999,325,0,10,54,214,92,0
1500000US220510257001,2014,401,36,359,0,0,0,0,0,6
1500000US220510257002,2014,934,230,570,8,49,0,57,61,16
1500000US220510258001,2014,616,382,214,0,0,0,30,20,0
1500000US220510258002,2014,1119,491,628,0,0,0,0,0,0
1500000US220510259001,2014,1388,640,659,25,13,0,62,25,26
1500000US220510259002,2014,1180,614,544,15,1,0,34,0,6
1500000US220510259003,2014,725,498,197,0,0,0,102,18,12
1500000US220510260001,2014,625,462,80,0,14,0,81,41,28
1500000US220510260002,2014,690,489,67,0,134,0,92,0,0
1500000US220510260003,2014,574,408,123,0,4,0,42,17,22
1500000US220510261001,2014,1147,339,635,0,0,0,358,155,18
1500000US220510261002,2014,2036,921,759,4,189,0,364,154,9
1500000US220510261003,2014,878,417,424,0,37,0,120,0,0
1500000US220510262001,2014,1312,32,1255,0,15,10,5,0,0
1500000US220510263001,2014,1241,1095,85,0,58,0,0,0,3
1500000US220510263002,2014,1360,1295,49,0,0,0,38,0,16
1500000US220510264001,2014,903,811,24,7,61,0,14,0,0
1500000US220510264002,2014,745,602,89,0,34,0,56,6,14
1500000US220510265001,2014,1119,927,138,0,3,0,45,0,51
1500000US220510265002,2014,912,662,206,0,2,0,85,12,30
1500000US220510266001,2014,624,534,7,15,0,0,124,26,42
1500000US220510266002,2014,1317,1029,89,19,6,0,283,121,53
1500000US220510267001,2014,1009,780,107,13,73,0,79,13,23
1500000US220510267002,2014,1026,459,487,0,64,0,118,0,16
1500000US220510268001,2014,1669,178,1403,0,0,0,37,37,51
1500000US220510268002,2014,931,209,555,0,61,0,214,106,0
1500000US220510269001,2014,680,96,579,0,0,0,5,5,0
1500000US220510269002,2014,1288,0,1283,5,0,0,11,0,0
1500000US220510269003,2014,1137,0,1101,0,0,0,0,0,36
1500000US220510270001,2014,1821,441,1173,22,185,0,51,0,0
1500000US220510270002,2014,2111,631,988,0,492,0,0,0,0
1500000US220510270003,2014,890,855,35,0,0,0,0,0,0
1500000US220510270004,2014,784,487,234,63,0,0,0,0,0
1500000US220510271001,2014,1160,1118,0,42,0,0,39,0,0
1500000US220510271002,2014,804,467,316,0,0,0,31,21,0
1500000US220510271003,2014,727,654,35,0,0,0,9,0,38
1500000US220510272001,2014,885,848,28,0,0,0,41,0,9
1500000US220510272002,2014,911,706,158,0,15,0,0,0,32
1500000US220510272003,2014,1737,938,717,8,1,0,112,73,0
1500000US220510272004,2014,864,604,228,0,0,0,33,32,0
1500000US220510272005,2014,809,611,132,19,0,38,0,0,9
1500000US220510275011,2014,3669,1337,2249,20,0,0,35,0,63
1500000US220510275012,2014,2721,1540,1139,0,0,0,28,15,27
1500000US220510275021,2014,2281,1,2268,0,0,0,0,0,12
1500000US220510275022,2014,1259,0,1250,0,0,0,0,0,9
1500000US220510276011,2014,1464,907,508,0,7,0,132,0,42
1500000US220510276012,2014,1803,969,505,12,257,0,38,0,60
1500000US220510276013,2014,835,467,208,0,111,0,59,0,49
1500000US220510276014,2014,1269,370,809,0,90,0,35,0,0
1500000US220510276021,2014,707,44,657,0,6,0,0,0,0
1500000US220510276022,2014,410,116,294,0,0,0,153,0,0
1500000US220510276023,2014,2607,555,1745,0,182,0,170,72,53
1500000US220510277011,2014,1472,77,1395,0,0,0,85,0,0
1500000US220510277012,2014,1082,18,1043,0,0,0,0,0,21
1500000US220510277013,2014,2731,0,2725,0,0,0,0,0,6
1500000US220510277014,2014,930,0,917,0,0,0,10,0,13
1500000US220510277031,2014,1890,348,1326,0,171,0,112,45,0
1500000US220510277032,2014,902,403,499,0,0,0,243,0,0
1500000US220510277033,2014,1358,694,518,0,115,0,141,31,0
1500000US220510278031,2014,1820,514,965,0,76,0,646,265,0
1500000US220510278032,2014,1205,707,378,0,52,0,230,68,0
1500000US220510278041,2014,3194,457,1678,0,579,0,750,450,30
1500000US220510278042,2014,1819,888,864,0,40,0,72,0,27
1500000US220510278043,2014,1544,704,679,0,75,0,194,86,0
1500000US220510278044,2014,1928,1221,432,4,113,0,139,16,142
1500000US220510278051,2014,2816,1079,1455,0,173,0,194,81,28
1500000US220510278052,2014,1685,111,1442,5,127,0,43,0,0
1500000US220510278053,2014,4173,1098,1748,0,896,0,492,211,220
1500000US220510278061,2014,623,530,0,0,0,0,27,0,93
1500000US220510278062,2014,2580,1301,680,17,76,0,506,506,0
1500000US220510278063,2014,2917,2369,502,0,31,0,229,0,15
1500000US220510278064,2014,925,627,224,0,11,0,226,51,12
1500000US220510278071,2014,1759,1054,194,0,480,0,254,14,17
1500000US220510278072,2014,1430,826,592,0,0,0,133,0,12
1500000US220510278073,2014,1596,1323,149,0,0,0,86,124,0
1500000US220510278074,2014,1778,1257,88,0,433,0,88,0,0
1500000US220510278075,2014,2175,1199,963,0,0,0,227,0,13
1500000US220510278091,2014,1458,750,539,0,0,0,254,169,0
1500000US220510278092,2014,2832,1915,886,0,31,0,35,0,0
1500000US220510278093,2014,946,553,147,68,143,0,61,0,35
1500000US220510278094,2014,1422,951,395,0,76,0,69,0,0
1500000US220510278101,2014,1301,190,946,0,130,0,41,0,35
1500000US220510278102,2014,1486,260,904,0,152,0,159,170,0
1500000US220510278103,2014,1731,254,1420,0,51,0,161,0,6
1500000US220510278111,2014,1222,172,1042,0,0,0,27,0,8
1500000US220510278112,2014,1203,217,902,0,30,0,98,40,14
1500000US220510278113,2014,1017,0,943,0,0,0,0,0,74
1500000US220510278121,2014,2748,318,2392,0,0,0,21,0,38
1500000US220510278122,2014,1305,153,1106,0,0,0,56,0,46
1500000US220510279011,2014,581,581,0,0,0,0,0,0,0
1500000US220510279012,2014,2363,2057,19,235,0,0,73,22,30
1500000US220510279021,2014,619,605,1,0,1,0,0,0,12
1500000US220510279022,2014,383,383,0,0,0,0,0,0,0
1500000US220510279023,2014,1350,1350,0,0,0,0,0,0,0
1500000US220510280001,2014,793,632,59,59,18,0,156,10,15
1500000US220510280002,2014,2585,1718,538,15,214,0,122,65,35
1500000US220510280003,2014,1502,941,376,0,171,0,10,0,14
1500000US220510281001,2014,1002,29,908,0,0,0,0,0,65
1500000US220510281002,2014,1199,279,919,0,1,0,0,0,0
1500000US220510282001,2014,924,630,278,0,0,0,205,0,16
1500000US220510282002,2014,1691,764,683,23,0,0,273,161,60
1500000US220510282003,2014,1527,998,383,19,0,0,176,118,9
1500000US220519800001,2014,0,0,0,0,0,0,0,0,0
1500000US220519900000,2014,0,0,0,0,0,0,0,0,0
1500000US220519901000,2014,0,0,0,0,0,0,0,0,0
